시군명,인허가일자,사업장명,통합영업상태명,폐업일자,소재지시설전화번호,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,업태구분명정보,X좌표값,Y좌표값,의료기관종별명,총면적
용인시,20150512,닥터필한의원,영업/정상,,031-272-3311,"경기도 용인시 수지구 풍덕천로 108, 3층 (풍덕천동, 준오빌딩)",경기도 용인시 수지구 풍덕천동 1080번지 2호 준오빌딩 3층,16841,37.32194588,127.0942651,한의원,208286.2118,424438.8408,한의원,124.44
용인시,20131218,단국대학교엔지씨의원,폐업,20160601,031-260-5700,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교)",경기도 용인시 수지구 죽전동 46번지 2호 단국대학교,16890,37.3234037,127.1255767,의원,211361.3842,424646.6969,의원,265.95
용인시,20131218,단국대학교엔지씨한의원,폐업,20160701,031-260-5700,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교)",경기도 용인시 수지구 죽전동 46번지 2호 단국대학교,16890,37.3234037,127.1255767,한의원,211361.3842,424646.6969,한의원,1452.07
용인시,20150427,단아한미인의원,영업/정상,,031-263-2260,"경기도 용인시 수지구 성복2로 51, 비동 2층 211~212호 (성복동, YK타운)",경기도 용인시 수지구 성복동 89번지 YK타운 비동 2층 211~212호,16849,37.31341877,127.0787936,의원,206896.7849,423481.4173,의원,163.99
용인시,20060413,단아한의원,폐업,20200602,031-261-8217,"경기도 용인시 수지구 수지로 70-1, 201호 (상현동, 중앙프라자)",경기도 용인시 수지구 상현동 107번지 14호 중앙프라자 201호,16859,37.3089315,127.0767309,한의원,206729.0052,423000.9043,한의원,81
용인시,20140916,단아한의원,취소/말소/만료/정지/중지,20160701,031-324-6917,"경기도 용인시 기흥구 동백죽전대로 444 (중동, 쥬네브썬월드 메디칼센타 301호)",경기도 용인시 기흥구 중동 833번지,17006,37.2779622,127.1516621,한의원,213383.9778,419575.3412,한의원,133
용인시,20160622,담우연합의원,폐업,20170302,031-285-2100,"경기도 용인시 기흥구 한보라2로 17 (보라동, 조은들프라자)",경기도 용인시 기흥구 보라동 580번지 3호,17079,37.2542997,127.1116339,의원,209837.0407,416943.749,의원,377.74
용인시,20100402,당신을위한치과의원,영업/정상,,031-8005-7528,"경기도 용인시 기흥구 한보라1로 14 (보라동, 베스트프라자)",경기도 용인시 기흥구 보라동 577번지 베스트프라자 301호,17080,37.2534907,127.1095474,치과의원,209654.172,416854.8648,치과의원,235.42
용인시,19930416,대동내과의원,영업/정상,,031-232-7831,경기도 용인시 기흥구 흥덕1로 5-8,경기도 용인시 기흥구 영덕동 1277번지,16954,37.2696576,127.0666984,의원,,,의원,200
용인시,20020402,대명한의원,영업/정상,,031-321-1275,경기 용인시 처인구 금령로 144,,,,,한의원,218763.5423,414789.503,한의원,0
용인시,20050705,대인한의원,영업/정상,,031-898-0075,경기 용인시 수지구 현암로 81,,,,,한의원,210419.6889,425533.0865,한의원,137.48
용인시,20140407,대지한의원,영업/정상,,031-264-9696,"경기도 용인시 수지구 대지로 20, 5층 501,503호 (죽전동, 죽전빌딩)","경기도 용인시 수지구 죽전동 451번지 5호 죽전빌딩 5층 501호,503호",16873,37.3269307,127.1122688,한의원,209883.9399,425003.1288,한의원,174
용인시,20020819,대진한의원,폐업,20150602,031-274-5575,경기도 용인시 기흥구 신갈로58번길 17 (신갈동),경기도 용인시 기흥구 신갈동 53번지 12호,16969,37.2725132,127.1075448,한의원,209473.2295,418966.7209,한의원,123
용인시,20020112,대추나무한의원,영업/정상,,031-266-7573,경기 용인시 수지구 동천로 36,,,,,한의원,208711.4348,426533.8559,한의원,243.26
용인시,20030115,대한경희한의원,폐업,20210330,031-898-2281,"경기도 용인시 수지구 성복2로 84, 3층 301호 (성복동)",경기도 용인시 수지구 성복동 98번지 10호 301호,16850,37.31565726,127.0771221,한의원,206779.4934,423739.1405,한의원,57.84
용인시,20050930,대한이비인후과의원,폐업,20180821,031-898-3122,"경기도 용인시 기흥구 죽전로 52 (보정동, 훼미리프라자 301호)",경기도 용인시 기흥구 보정동 1265번지 3호 훼미리프라자 301호,16898,37.3201799,127.1146056,의원,210093.1474,424256.3156,의원,114
용인시,20060824,대현한의원,영업/정상,,031-693-6330,"경기도 용인시 기흥구 강남동로 6 (구갈동, 그랜드프라자)",경기도 용인시 기흥구 구갈동 594번지 1호,16978,37.2713223,127.1277133,한의원,211262.9329,418835.0137,한의원,240.3
용인시,20180607,더고운하나의원,폐업,20181018,031-526-2250,"경기도 용인시 처인구 명지로60번길 8-4, 베르뉴스퀘어 4층 (역북동)",경기도 용인시 처인구 역북동 760번지,17056,37.2308867,127.187685,의원,216590.0981,414354.49,의원,255.09
용인시,20160905,더공감정신건강의학과의원,영업/정상,,031-261-0323,"경기도 용인시 수지구 수지로112번길 11, 5층 (성복동, 성복프라자)",경기도 용인시 수지구 성복동 66-10번지 성복프라자 5층,16858,37.3125125,127.08038,의원,,,의원,168.83
용인시,20191105,더라인치과교정과치과의원,영업/정상,,031-339-5557,경기 용인시 처인구 금령로 86,,,,,치과의원,218209.5417,414813.228,치과의원,300.3
용인시,20120111,더라인치과의원,폐업,20191118,031-339-5557,"경기도 용인시 처인구 금령로 64, 4층 404,4058,406호 (김량장동, 아이렉스타워)","경기도 용인시 처인구 김량장동 296번지 53호 아이렉스타워 4층 404호, 405호, 406호",17051,37.23451908,127.2035945,치과의원,218001.1247,414762.5081,치과의원,168.16
용인시,19890503,더맑은의원,영업/정상,,031-335-0330,경기 용인시 처인구 금령로 116,,,,,의원,218494.7617,414830.6705,의원,435.54
용인시,20140707,더미스성형외과의원,영업/정상,,031-276-2211,"경기도 용인시 수지구 풍덕천로129번길 9, 4층 (풍덕천동, 오성빌딩)",경기도 용인시 수지구 풍덕천동 712번지 오성빌딩 4층,16837,37.3238187,127.0952392,의원,208377.3066,424659.1206,의원,401.76
용인시,20160427,더바른치과의원,영업/정상,,031-274-2879,"경기도 용인시 기흥구 금화로 92, 한솔프라자 (상갈동)",경기도 용인시 기흥구 상갈동 472-2번지 한솔프라자,17072,37.26648482,127.1081195,치과의원,209522.8826,418290.6813,치과의원,242.46
용인시,20040518,더아이비의원,영업/정상,,031-281-2881,"경기도 용인시 수지구 광교중앙로 314, 5층 501,502,503호 (상현동, 세현빌딩)",경기도 용인시 수지구 상현동 1131번지 2호 세현빌딩,16943,37.29781436,127.0697745,의원,206120.6998,421771.0695,의원,289.8
용인시,20190726,더원치과의원,폐업,20200320,031-8019-7533,경기도 용인시 기흥구 용구대로 2252 (신갈동),경기도 용인시 기흥구 신갈동 238번지 더원병원,16962,37.28758005,127.1089014,치과의원,209570.9901,420621.3399,치과의원,139.8
용인시,20141205,더조은내과의원,영업/정상,,031-898-2820,"경기도 용인시 수지구 심곡로 87, 지하1층 B138~140호 (성복동, 수지제일아이조움)","경기도 용인시 수지구 성복동 33번지 5호 수지제일아이조움 지하1층 B138, B139, B140호",16860,37.310926,127.0815742,의원,207166.1746,423226.5008,의원,413.51
용인시,20151120,더좋은소아청소년과의원,영업/정상,,031-897-7588,경기 용인시 기흥구 보정로 32,,,,,의원,209787.2529,423563.2145,의원,114.45
용인시,20110105,더카라의원,폐업,20121008,031-896-9993,"경기도 용인시 기흥구 죽전로 2 (보정동,현타워 601~604호)",경기도 용인시 기흥구 보정동 1261번지 2호 현타워 601~604호,16897,37.320095,127.108942,의원,209590.7162,424244.8252,의원,331.9
용인시,20130401,더푸른의원,폐업,20150121,031-897-0637,경기도 용인시 수지구 현암로 153 (죽전동),경기도 용인시 수지구 죽전동 1188-1 건영타운(7층),16876,37.3318726,127.126245,의원,211121.4107,425555.5028,의원,525.75
용인시,20111005,더푸른의원,폐업,20130228,031)897-0637,"경기도 용인시 수지구 현암로 153, 7층 (죽전동, 건영타운)","경기도 용인시 수지구 죽전1동 1188번지 1호 건영타운701,702,705~707호",16876,37.3318726,127.126245,의원,211121.4107,425555.5028,의원,525.75
용인시,19970225,덴타피아치과의원,영업/정상,,031-337-2877,경기도 용인시 처인구 용문로 118 (김량장동),경기도 용인시 처인구 김량장동 316번지 17호,17050,37.2365812,127.1989006,치과의원,217583.6851,414988.9485,치과의원,0
용인시,20081121,도담도담한의원,영업/정상,,031-274-8575,"경기도 용인시 기흥구 사은로126번길 8 (보라동, 민속마을쌍용A 제주상가 201호)",경기도 용인시 기흥구 보라동 553번지 민속마을쌍용A 제주상가 201호,17079,37.25324048,127.1169978,한의원,210312.392,416825.8487,한의원,87.7
용인시,20051101,도담소아청소년과의원,영업/정상,,031-338-0714,"경기도 용인시 처인구 명지로40번길 13, 3층 302호 (역북동)",경기도 용인시 처인구 역북동 752번지,17056,37.2322485,127.186877,의원,216517.0603,414507.318,의원,107
용인시,20130326,도담수치과의원,폐업,20170704,031-265-7275,"경기도 용인시 수지구 푸른솔로 87, 302호 (죽전동, 그랜드프라자)",경기도 용인시 수지구 죽전1동 산 1259번지 302호 그랜드프라자,16874,37.3261502,127.1182475,치과의원,210414.2472,424919.0327,치과의원,116.3
용인시,20210421,도담정신건강의학과의원,영업/정상,,031-897-5333,"경기도 용인시 기흥구 죽전로 20, 403호 (보정동, 죽전누리에뜰아파트)",경기도 용인시 기흥구 보정동 1263 죽전누리에뜰아파트,16897,37.32023643,127.1113281,의원,209753.3066,424231.6001,의원,133.65
용인시,20190723,도담주니어치과의원,영업/정상,,312647222,"경기도 용인시 수지구 대지로 42, 위드어반 203,204호 (죽전동)","경기도 용인시 수지구 죽전동 484번지 12호 위드어반,203,204호",16873,37.3279291,127.1141319,치과의원,210049.0042,425114.3465,치과의원,159.39
용인시,20140501,도담한의원,영업/정상,,031-272-3559,"경기도 용인시 수지구 현암로 165, 3층 (죽전동, 에이스프라자)",경기도 용인시 수지구  1188번지 5호 에이스프라자3층,16876,37.33181723,127.12752,한의원,211235.1254,425548.5447,한의원,125.33
용인시,20021125,도원한의원,영업/정상,,031-334-1075,"경기도 용인시 처인구 포곡읍 전대로 81, 1층",경기도 용인시 처인구 포곡읍 전대리 362번지 1호,17023,37.28503054,127.2170446,한의원,219171.9937,420361.5224,한의원,103.05
용인시,20050526,동남한의원,폐업,20080104,031-2622573,"경기도 용인시 수지구 현암로 99 301호 (죽전동,재성프라자)",경기도 용인시 수지구 죽전동 2002-4 재성프라자 301호,16875,37.3318699,127.1199939,한의원,,,한의원,124.24
용인시,20060425,동백경희한의원,영업/정상,,031-287-7510,"경기도 용인시 기흥구 동백7로 77 (동백동, 여광빌딩 301호)",경기도 용인시 기흥구 동백동 598번지 7호 여광빌딩 301호,17003,37.28188715,127.1597729,한의원,214101.0566,420002.9945,한의원,138
용인시,20110412,동백굿모닝한의원,영업/정상,,031-693-7575,"경기도 용인시 기흥구 동백3로11번길 8-1 (중동, 제일프라자)",경기도 용인시 기흥구 중동 853번지 2호 제일프라자 402호,17006,37.2697151,127.1538218,한의원,213576.9868,418659.9499,한의원,148.1
용인시,20070903,동백내과의원,영업/정상,,031-274-7111,"경기도 용인시 기흥구 동백5로 21-11 (중동, 훼미리프라자 502호)",경기도 용인시 기흥구 중동 832번지 1호 훼미리프라자 502호,17006,37.2773864,127.1526078,의원,213479.0698,419519.2291,의원,118.8
용인시,20080408,동백미즈산부인과의원,영업/정상,,031-8006-2030,"경기도 용인시 기흥구 동백중앙로 283 (중동, 골드프라자 A동 7층)",경기도 용인시 기흥구 중동 829번지 골드프라자 A동 7층,17006,37.2776799,127.1539956,의원,213551.0372,419536.0143,의원,993.3
용인시,20071217,동백미한의원,폐업,20130313,031-8005-9990,"경기도 용인시 기흥구 동백5로 23 (중동, 명진프라자 303호)",경기도 용인시 기흥구 중동 831번지 3호 명진프라자 303호,17006,37.2764027,127.1522453,한의원,213435.875,419402.1632,한의원,146.37
용인시,20060828,동백삼성내과의원,영업/정상,,031-693-8998,경기 용인시 기흥구 동백중앙로 356,,,,,의원,214068.4743,420031.2275,의원,379.19
용인시,20000118,동백서울소아과의원,폐업,20190501,031-275-5459,"경기도 용인시 기흥구 동백7로 73, 3층 301호 (동백동, 경안빌딩)",경기도 용인시 기흥구 동백동 598번지 8호 경안빌딩 301호,17003,37.2819346,127.1595406,의원,214083.5599,420017.1666,의원,99.67
용인시,20110502,동백서울유치과의원,영업/정상,,031-287-4554,경기 용인시 기흥구 동백중앙로 199,,,,,치과의원,213415.9403,418827.2086,치과의원,310.14
용인시,20070523,동백서울치과의원,영업/정상,,031-8005-7522,"경기도 용인시 기흥구 동백7로 83 (동백동, 중앙프라자 3층)",경기도 용인시 기흥구 동백동 598번지 5호 중앙프라자 3층,17003,37.2816002,127.160318,치과의원,214153.3851,419981.2486,치과의원,130.6
용인시,20210610,동백센트럴치과의원,영업/정상,,031-284-2877,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 A동 401~403호 (중동)",경기도 용인시 기흥구 중동 829 골드프라자,17006,37.27767891,127.1539939,치과의원,213551.0372,419536.0143,치과의원,165
용인시,20061031,동백수이비인후과의원,영업/정상,,031-287-0036,"경기도 용인시 기흥구 동백5로 17 (중동, 동백레이크시티플라자 404호)",경기도 용인시 기흥구 중동 832번지 7호 동백레이크시티플라자 404호,17006,37.2766284,127.1518737,의원,213404.5418,419427.2318,의원,128.5
용인시,20220203,동백숲의원,폐업,20220225,031-283-7578,"경기도 용인시 기흥구 동백3로11번길 13, 3,4,5층 (중동)","경기도 용인시 기흥구 중동 850-5 3,4,5층",17006,37.27005785,127.15254,의원,213462.0479,418692.5366,의원,789.12
용인시,20130930,동백숲한의원,영업/정상,,031-8005-8275,경기도 용인시 기흥구 동백죽전대로527번길 98-2 (중동),경기도 용인시 기흥구 중동 652번지,16990,37.28107531,127.1442432,한의원,212800.1701,420218.6196,한의원,250.82
용인시,20060621,동백열린치과의원,영업/정상,,031-693-8275,"경기도 용인시 기흥구 동백중앙로 352, 402호 (동백동, 신동백빌딩)",경기도 용인시 기흥구 동백동 598-9번지 신동백빌딩 402호,17003,37.28214761,127.1594446,치과의원,214068.4743,420031.2275,치과의원,129.3
용인시,20140311,동백우리의원,폐업,20140324,,"경기도 용인시 기흥구 동백중앙로 283 (중동, 골드프라자 B동711호)",경기도 용인시 기흥구 중동 829번지,17006,37.278014,127.1534888,의원,213551.0372,419536.0143,의원,31.42
용인시,20220907,동백정형외과의원,영업/정상,,031-304-9988,경기 용인시 기흥구 동백중앙로 283,,,,,의원,213551.0372,419536.0143,의원,433.35
용인시,20141230,동백제일의원,영업/정상,,031-286-9886,경기도 용인시 기흥구 언동로217번길 45-1 (중동),경기도 용인시 기흥구 중동 616번지 1호 202호,16988,37.2768756,127.1487735,의원,213129.0137,419455.3767,의원,117
용인시,20060918,동백쥬니어치과의원,영업/정상,,031-285-7522,경기 용인시 기흥구 동백5로 21-11,,,,,치과의원,213479.0698,419519.2291,치과의원,228.26
용인시,20061122,동백진치과의원,영업/정상,,031-693-9477,"경기도 용인시 기흥구 동백중앙로 356, 4층 3호 (동백동, 지우프라자)",경기도 용인시 기흥구 동백동 598-1번지 지우프라자 4층 3호,17003,37.28241855,127.1596239,치과의원,214085.1474,420058.2411,치과의원,135.3
용인시,20061101,동백탑치과의원,영업/정상,,031-679-0200,"경기도 용인시 기흥구 동백죽전대로 444 (중동, 쥬네브썬월드 403,404호)","경기도 용인시 기흥구 중동 2010번지 쥬네브썬월드빌딩 C동403,404호",17006,37.27799636,127.1515898,치과의원,213383.9778,419575.3412,치과의원,265.72
용인시,20060714,동백트리플에이치과의원,영업/정상,,031-713-8875,"경기도 용인시 기흥구 동백7로 73 (동백동, 경안빌딩)",경기도 용인시 기흥구 동백동 598번지 8호 경안빌딩 5층,17003,37.2819346,127.1595406,치과의원,214083.5599,420017.1666,치과의원,423.5
용인시,20220502,동백피부과의원,영업/정상,,031-8067-5975,경기 용인시 기흥구 동백중앙로 358-19,,,,,의원,214196.065,419964.9117,의원,113.76
용인시,20161005,동백한의원,폐업,20210228,031-274-7572,"경기도 용인시 기흥구 동백중앙로 177, 202호 (중동, 동백씨엘뷰 오피스텔)",경기도 용인시 기흥구 중동 852번지 2호,17006,37.27027782,127.1537796,한의원,213568.6135,418715.9814,한의원,190.5
용인시,20060704,동백한의원,폐업,20080530,031-693-6777,"경기도 용인시 기흥구 동백중앙로 358-19 3층 (동백동,미래도프라자)",경기도 용인시 기흥구 동백동 3201번지 1호 미래도프라자 3층,17003,37.2814643,127.1608251,한의원,,,한의원,111.38
용인시,19990713,동산의원,폐업,,031-265-0248,"경기도 용인시 수지구 수지로 70 상가 1층 (상현동,신성프라자)",경기도 용인시 수지구 상현동 107-5(신성상가1층),16859,37.3090101,127.0763833,의원,,,의원,95.04
용인시,20020425,동서울의원,폐업,20030528,031-261-3087,경기 용인시 수지구 정든로 5,경기도 용인시 수지구 죽전동 1088-5,16873,,,의원,,,의원,68.2
용인시,20030430,동서의원,영업/정상,,031-335-7593,"경기도 용인시 처인구 이동읍 경기동로687번길 5, 2층",경기도 용인시 처인구 이동읍 송전리 716번지 14호,17136,37.1402274,127.1968735,의원,217427.2336,404295.609,의원,0
용인시,20100402,동서한의원,폐업,20100913,031-322-2075,경기도 용인시 처인구 남사면 처인성로185번길 29,경기도 용인시 처인구 남사면 봉무리 444번지 16호,17118,37.1146495,127.1511845,한의원,213372.0796,401451.0188,한의원,99.18
용인시,20100913,동서한의원,영업/정상,,031-322-2075,경기도 용인시 처인구 남사읍 처인성로185번길 29,경기도 용인시 처인구 남사읍 봉무리 444-16번지,17118,37.11473231,127.15127,한의원,213372.0796,401451.0188,한의원,99.18
용인시,20160630,동아의원,폐업,20160822,031-897-0012,"경기도 용인시 수지구 신봉1로 52-8, 104호 (신봉동)",경기도 용인시 수지구 신봉동 49-1번지 104호,16816,37.3228748,127.0795558,의원,206985.6922,424552.5688,의원,70.74
용인시,20130215,동안미인의원,영업/정상,,031-898-3373,"경기도 용인시 기흥구 죽전로 39 (보정동, SJ타워)",경기도 용인시 기흥구 보정동 1207-3번지 SJ타워,16898,37.3207561,127.11312,의원,209940.0236,424310.4311,의원,182.65
용인시,20030303,동원한의원,폐업,20050511,031-276-3900,"경기도 용인시 수지구 수지로 70-1 2층 (상현동,중앙프라자)",경기도 용인시 수지구 상현동 107-14 중앙프라자 2층,16859,37.3089018,127.0766313,한의원,,,한의원,82.2
용인시,20050325,동의보감한의원,폐업,20201028,031-272-7290,"경기도 용인시 수지구 만현로 113, 4층 406호 (상현동, 미래프라자)",경기도 용인시 수지구 상현동 263번지 미래프라자 4층 406호,16930,37.3064742,127.0853547,한의원,207501.2597,422737.287,한의원,136.64
용인시,20000821,동진정형외과의원,영업/정상,,031-337-2475,"경기도 용인시 처인구 백옥대로 1108 (김량장동,,3호 5층)","경기도 용인시 처인구 김량장동 62번지 1호 ,3호 5층",17051,37.23455147,127.2093305,의원,218500.5827,414756.1725,의원,0
용인시,20061227,동천뉴욕치과의원,영업/정상,,031-263-1075,"경기도 용인시 수지구 동천로 37, 2층 (동천동)",경기도 용인시 수지구 동천동 768번지 2호,16826,37.3403674,127.0989609,치과의원,208703.6643,426494.7184,치과의원,120
용인시,20050526,동천미래소아과의원,폐업,20070601,031-276-5585,"경기도 용인시 수지구 동천로 17 303호 (동천동,신영프라자)","경기도 용인시 수지구 동천동 신영프라자 181-2, 303호",16826,37.3410956,127.1009931,의원,,,의원,70.2
용인시,20061201,동천서울이비인후과의원,폐업,20200701,031-896-7517,"경기도 용인시 수지구 수풍로131번길 2, 201호 (동천동, 에덴파크1)",경기도 용인시 수지구 동천동 873번지 4호 에덴파크1 201호,16828,37.33566194,127.0933786,의원,208204.385,425972.203,의원,86.86
용인시,20040326,동천연세소아청소년과의원,영업/정상,,031-276-3188,"경기도 용인시 수지구 수풍로131번길 2, 303호 (동천동, 에덴파크)",경기도 용인시 수지구 동천동 873번지 4호 에덴파크 303호,16828,37.3356506,127.0933241,의원,208204.385,425972.203,의원,79.92
용인시,20110120,동천이안소아청소년과의원,영업/정상,,031)896-0777,"경기도 용인시 수지구 손곡로 100, 303호 (동천동,훼미리프라자)",경기도 용인시 수지구 동천동 944번지 훼미리프라자  303호,16823,37.33648082,127.0916325,의원,208053.0087,426045.0356,의원,192
용인시,20040410,동천한의원,영업/정상,,031-264-8175,"경기도 용인시 수지구 손곡로 83, 동천타워 404층 (동천동)",경기도 용인시 수지구 동천동 873번지 3호 동천타워,16828,37.33586689,127.093268,한의원,208201.3484,425996.3138,한의원,99
용인시,20070511,동하한의원,폐업,20140430,031-284-7676,"경기도 용인시 기흥구 마북로 126 2층 (마북동,현대타운)",경기도 용인시 기흥구 마북동 168번지 6호 현대타운 2층,16910,37.3014858,127.1216837,한의원,,,한의원,137.41
용인시,20070329,동한한의원,영업/정상,,031-264-2588,"경기도 용인시 수지구 풍덕천로 112, 301호 (풍덕천동, 하나프라자)",경기도 용인시 수지구 풍덕천동 1080번지 4호 하나프라자 301호,16841,37.32213632,127.0946027,한의원,208315.4486,424459.8261,한의원,131.9
용인시,20180402,두리이비인후과의원,영업/정상,,031-334-2004,"경기도 용인시 처인구 명지로60번길 8-10, 광장프라자 3층 2호 (역북동)",경기도 용인시 처인구 역북동 759번지 1호,17056,37.23161235,127.1878663,의원,216600.9186,414429.4725,의원,141.78
용인시,20090904,두리이비인후과의원,영업/정상,,031-215-5075,"경기도 용인시 기흥구 흥덕중앙로 59 (영덕동, 용인흥덕노블레스흥덕노블레스)",경기도 용인시 기흥구 영덕동 975번지 7호 흥덕노블레스 404호,16953,37.27651563,127.073709,의원,206466.7165,419395.7526,의원,179.56
용인시,20100526,두리한의원,폐업,20110615,031-285-6135,"경기도 용인시 기흥구 동백중앙로 175 (중동,우함빌딩 403호)",경기도 용인시 기흥구 중동 853번지 1호 우함빌딩 403호,17006,37.2699039,127.1541266,한의원,213604.698,418679.835,한의원,114
용인시,20020625,둔전연세소아청소년과의원,폐업,20130703,031-323-3100,경기도 용인시 처인구 포곡읍 포곡로 110-1 (신성빌딩 1층),경기도 용인시 처인구 포곡읍 둔전리 151번지 5호 신성빌딩 1층,17027,37.2691026,127.2178127,의원,219255.1731,418604.2531,의원,0
용인시,20111109,둔전한의원,폐업,20130412,031-339-5250,경기도 용인시 처인구 포곡읍 포곡로 108 (2층),경기도 용인시 처인구 포곡읍 둔전리 152번지 8호 2층,17027,37.2689952,127.2174517,한의원,219222.2382,418589.9223,한의원,119.5
용인시,20130515,둔전한의원,영업/정상,,031-339-5250,경기 용인시 처인구 포곡읍 포곡로 108,,,,,한의원,219222.2382,418589.9223,한의원,186.53
용인시,20020329,드림모아의원,폐업,20080324,031-283-3666,경기도 용인시 기흥구 금화로 101 그린빌프라자 202호 203호 (상갈동),경기도 용인시 기흥구 상갈동 473번지 1호 그린빌프라자 202호 203호,17073,37.2660984,127.1068821,의원,,,의원,72.9
용인시,20040319,드림소아청소년과의원,폐업,20100823,031-262-0324,"경기도 용인시 수지구 신봉2로 15 305호 (신봉동,홍천말프라자2차)",경기도 용인시 수지구 신봉동 32번지 4호 홍천말프라자2  305호,16814,37.3241467,127.077357,의원,,,의원,87.78
용인시,20220324,드림이든소아치과의원,영업/정상,,031-546-2850,경기 용인시 기흥구 흥덕2로87번길 18,,,,,치과의원,206306.3019,419313.9552,치과의원,163.87
용인시,20031220,등촌한의원,영업/정상,,031-338-7553,경기 용인시 처인구 양지면 양지로 145,,,,,한의원,225177.1432,414808.1026,한의원,167.44
용인시,20010906,디자인유시치과의원,영업/정상,,031-275-2872,경기도 용인시 기흥구 마북로 152 (마북동),경기도 용인시 기흥구 마북동 174번지 3호 4층,16910,37.3033762,127.1234688,치과의원,210879.3973,422391.86,치과의원,217.27
용인시,20070329,라온소아과의원,폐업,20080228,031-889-4230,"경기도 용인시 수지구 현암로 164 306호 (죽전동,신주프라자)",경기도 용인시 수지구 죽전동 1190-5신주프라자306,16880,37.3311775,127.1275189,의원,,,의원,105
용인시,20210713,라인의원,폐업,20211130,031-693-7122,"경기도 용인시 기흥구 중부대로746번길 14-4, 2,3층 (상하동)","경기도 용인시 기흥구 상하동 620-64 2,3층",17070,37.26176962,127.1390223,의원,212258.4695,417762.9051,의원,442.42
용인시,20041217,라인치과의원,영업/정상,,031-281-7528,"경기도 용인시 기흥구 덕영대로2077번길 16, 305호 (영덕동, 기흥대정프라자)",경기도 용인시 기흥구 영덕동 14번지 2호  기흥대정프라자 305호,17095,37.26821304,127.0966515,치과의원,208531.4917,418466.6457,치과의원,124.43
용인시,20180409,라파엘한의원,영업/정상,,031-215-6490,"경기도 용인시 수지구 광교마을로 134, 광교지웰홈스 102호,103호 (상현동)","경기도 용인시 수지구 상현동 1137번지 광교지웰홈스 102호,호",16943,37.29498486,127.0786594,한의원,206873.6732,421448.8857,한의원,110.37
용인시,20200115,램브란트치과의원,영업/정상,,031-265-7788,"경기도 용인시 기흥구 이현로29번길 48, 소실새마을회관 1층 (보정동)",경기도 용인시 기흥구 보정동 900번지 1호 소실새마을회관,16931,37.30418612,127.0988516,치과의원,208696.5612,422471.45,치과의원,112.47
용인시,20011022,랩지노믹스의원,폐업,20050415,031-272-4130,"경기도 용인시 수지구 수지로112번길 10 3층 (성복동,(주)두산)",경기도 용인시 수지구 성복동 두산기술원 3층,16858,37.3113414,127.0800517,의원,,,의원,168.09
용인시,20020418,런의원,폐업,20050520,031-272-7331,경기도 용인시 수지구 정평로 34-2 (풍덕천동),경기도 용인시 수지구 풍덕천동 1051-1,16844,37.3191476,127.0882502,의원,,,의원,263.2
용인시,20000607,로뎀소아과의원,폐업,20060104,031-265-0910,경기도 용인시 수지구 풍덕천로 112 (풍덕천동),경기도 용인시 수지구 풍덕천동 1080-4,16841,37.3220352,127.0945488,의원,,,의원,78.75
용인시,20160422,로이한의원,영업/정상,,031-211-5212,경기 용인시 기흥구 흥덕2로118번길 6,,,,,한의원,206571.92,419544.3694,한의원,392.3
용인시,20060921,로하스정신과의원,폐업,20130501,031-265-4075,"경기도 용인시 수지구 문정로 13 (풍덕천동,중수프라자 6층)",경기도 용인시 수지구 풍덕천2동 1080번지 20호 중수프라자 6층,16841,37.3218989,127.0959928,의원,208441.9623,424446.0244,의원,452
용인시,20150902,룡플란트치과의원,폐업,20151119,031-284-7528,"경기도 용인시 기흥구 강남서로 9, 205호 (구갈동, 아카데미프라자)",경기도 용인시 기흥구 구갈동 579번지,16977,37.2720172,127.1266095,치과의원,211164.144,418913.2119,치과의원,228.73
용인시,20160622,루나한의원,폐업,20170109,031-679-0145,"경기도 용인시 기흥구 동백죽전대로 444, C동 301호 (중동, 쥬네브썬월드빌딩)",경기도 용인시 기흥구 중동 833번지,17006,37.2779622,127.1516621,한의원,213383.9778,419575.3412,한의원,153.34
용인시,20180419,루미나피부과의원,영업/정상,,031-272-2200,경기 용인시 수지구 성복2로 38,,,,,의원,,,의원,396.4
용인시,20101130,리&홍위즈의원,영업/정상,,031-896-5577,"경기도 용인시 수지구 성복2로 108-2, 301호 (성복동, 웰스톤갤러리)",경기도 용인시 수지구 성복동 139번지 웰스톤갤러리 301호,16850,37.3159311,127.0744948,의원,206539.0734,423779.6077,의원,204.73
용인시,20091028,리더스정형외과의원,영업/정상,,031-242-3311,"경기도 용인시 기흥구 흥덕중앙로 59 (영덕동, 용인흥덕노블레스흥덕노블레스)",경기도 용인시 기흥구 영덕동 975번지 7호 흥덕노블레스6층 (601∼605호),16953,37.27651563,127.073709,의원,206466.7165,419395.7526,의원,421.08
용인시,20190321,리멤버피부과의원,영업/정상,,031-895-4921,경기 용인시 기흥구 동백중앙로 283,,,,,의원,213551.0372,419536.0143,의원,176
