시군명,관리번호,인허가일자,사업장명,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적(㎡),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값
용인시,4050000-201-1988-00003,19880908,골든파크,영업/정상,영업,031 335 3497,693,경기도 용인시 처인구 금령로71번길 6-2,경기도 용인시 처인구 김량장동 254-346 ,17052,37.23541357,127.204378,여관업,218068.2331,414853.7712
용인시,4050000-201-1979-10003,19791229,풍원장,영업/정상,영업,031 281 1987,238.45,경기도 용인시 기흥구 신갈로58번길 5,경기도 용인시 기흥구 신갈동 60-13 ,16969,37.27211269,127.1063533,여관업,209359.5805,418925.756
용인시,4050000-201-2003-00010,20030919,모텔쉬리,영업/정상,영업,031 321 0261,460.3,경기도 용인시 처인구 양지면 중부대로 2063,경기도 용인시 처인구 양지면 남곡리 256 ,449821,37.22775519,127.2711195,여관업,223994.4364,414014.7556
용인시,4050000-201-1992-00001,19921212,아트인모텔,영업/정상,영업,031 336 1811,415.89,경기도 용인시 처인구 금령로107번길 5 (김량장동),경기도 용인시 처인구 김량장동 129-2번지 ,449924,37.2359082,127.2079593,여관업,218387.5659,414918.0616
용인시,4050000-201-1991-10005,19910209,호텔 탑,영업/정상,영업,031 284 5001,771.15,경기도 용인시 기흥구 용구대로 2363 (마북동),경기도 용인시 기흥구 마북동 479-1번지 ,446912,37.2972366,127.1083234,여관업,209548.4415,421703.8525
용인시,4050000-201-1981-10001,19811208,신갈장,영업/정상,영업,031 283 2700,386,경기도 용인시 기흥구 갈천로7번길 51-22 (신갈동),경기도 용인시 기흥구 신갈동 71-6 ,446597,37.27105451,127.1052873,여관업,209268.1527,418793.4406
용인시,4050000-201-1998-20004,19980501,G(지)호텔,영업/정상,영업,031 264 2077,"1,406.76","경기도 용인시 수지구 풍덕천로190번길 14 (풍덕천동,외3필지)",경기도 용인시 수지구 풍덕천동 69-28 외3필지 ,448505,37.32529766,127.1018208,일반호텔,208960.2034,424815.7453
용인시,4050000-201-1995-00011,19950708,스위트호텔,영업/정상,영업,031 336 5958,555.61,경기도 용인시 처인구 양지면 중부대로 1944,경기도 용인시 처인구 양지면 송문리 153-2 ,449823,37.22505372,127.2588747,여관업,222903.6864,413712.8401
용인시,4050000-201-1984-00002,19841101,캐슬,영업/정상,영업,031 323 1081,660,경기도 용인시 처인구 금령로71번길 6-15 (김량장동),경기도 용인시 처인구 김량장동 254-15 ,449925,37.23612806,127.2053335,여관업,218151.1265,414937.8383
용인시,4050000-201-1994-00004,19941201,호텔주노,영업/정상,영업,031 337 3008,868.04,경기도 용인시 처인구 중부대로 1081 (삼가동),경기도 용인시 처인구 삼가동 208-9 ,449060,37.24349041,127.1671165,여관업,214759.2972,415740.1709
용인시,4050000-201-1988-10005,19881116,금호장,영업/정상,영업,031 283 5000,924,경기도 용인시 기흥구 금화로108번길 37 (상갈동),경기도 용인시 기흥구 상갈동 100-3 ,446905,37.26976031,127.1064333,여관업,209371.4467,418650.2933
용인시,4050000-201-1998-00006,19980103,모텔모나코,영업/정상,영업,031 332 2232,803.23,경기도 용인시 처인구 포곡읍 포곡로272번길 1,경기도 용인시 처인구 포곡읍 삼계리 562-6 ,449814,37.27925091,127.2318096,여관업,220489.8485,419721.5552
용인시,4050000-201-1982-00004,19821115,천일여관,영업/정상,영업,031 334 9909,64.98,경기도 용인시 처인구 백암면 백원로 537-3,경기도 용인시 처인구 백암면 백암리 407-8 ,449862,37.16531237,127.3713156,여관업,232914.4225,407114.3685
용인시,4050000-201-1974-00001,19740120,카멜레온,영업/정상,영업,031 332 2140,752,"경기도 용인시 처인구 금령로107번길 9 (김량장동,외4필지)",경기도 용인시 처인구 김량장동 131-15 외4필지 ,449924,37.2363511,127.2080384,여관업,218385.6293,414953.1746
용인시,4050000-201-1989-00004,19890204,유림장,영업/정상,영업,031 3357111,195,경기도 용인시 처인구 금령로 136-2 (마평동),경기도 용인시 처인구 마평동 737 ,449929,37.23490759,127.2112006,여관업,218671.1445,414797.6419
용인시,4050000-201-1975-00002,19750503,자자모텔,영업/정상,영업,031 335 3802,145.5,경기도 용인시 처인구 백옥대로 1135-1 (김량장동),경기도 용인시 처인구 김량장동 139-4번지 ,449924,37.2368808,127.2082099,여관업,218408.9521,415023.9325
용인시,4050000-201-2017-00006,20170901,호텔자유1,영업/정상,영업,031 322 8861,"1,018.52",경기도 용인시 처인구 백암면 석실로34번길 20,경기도 용인시 처인구 백암면 가좌리 352-12 ,17174,37.17772839,127.3442129,일반호텔,230497.112,408485.9561
용인시,4050000-201-1994-00008,19941229,영빈파크,영업/정상,영업,031334 9269,796.71,경기도 용인시 처인구 모현읍 곡현로662번길 10,경기도 용인시 처인구 모현읍 매산리 197 ,17031,37.34253313,127.2258834,여관업,219941.0093,426729.9878
용인시,4050000-201-2017-00007,20170901,호텔자유2,영업/정상,영업,031 322 8861,"1,193.44",경기도 용인시 처인구 백암면 석실로34번길 18,경기도 용인시 처인구 백암면 가좌리 352-1 ,17174,37.17769267,127.3444721,일반호텔,230523.8697,408485.3698
용인시,4050000-201-2003-10001,20030113,가즈아,영업/정상,영업,031 281 5858,"1,438.14",경기도 용인시 기흥구 신정로237번길 9 (신갈동),경기도 용인시 기흥구 신갈동 537-57 ,446599,37.28899775,127.0962246,일반호텔,208456.6494,420793.1599
용인시,4050000-201-2007-00001,20070813,호텔172st,영업/정상,영업,031 272 3500,872.87,경기도 용인시 수지구 풍덕천로172번길 19-15 (풍덕천동),경기도 용인시 수지구 풍덕천동 69-86 ,448505,37.3246397,127.1018356,여관업,208955.9487,424740.0345
용인시,4050000-201-2011-00001,20110106,라센트라,영업/정상,영업,031 337 3571,"29,893.33",경기도 용인시 처인구 이동읍 기흥단지로 579-1,경기도 용인시 처인구 이동읍 서리 770번지 ,17125,37.22519204,127.1562683,휴양콘도미니엄업,213803.1612,413719.8242
용인시,4050000-201-1990-00013,19900221,힐탑여관,영업/정상,영업,031 3371144,260,경기도 용인시 처인구 이동읍 경기동로 875-1,경기도 용인시 처인구 이동읍 묘봉리 860-1 ,17138,37.1254306,127.2073393,여관업,218354.5136,402649.2191
용인시,4050000-201-1971-00001,19710929,용인여인숙,영업/정상,영업,031 337 1160,85.8,경기도 용인시 처인구 금령로93번길 2-2 (김량장동),경기도 용인시 처인구 김량장동 133-93 ,449924,37.23583446,127.2068905,여인숙업,218289.3523,414898.8799
용인시,4050000-201-1991-00003,19910816,NO25 용인터미널점,영업/정상,영업,031 336 1182,805.68,경기도 용인시 처인구 금령로117번길 17 (김량장동),경기도 용인시 처인구 김량장동 143-11번지 ,449924,37.2369937,127.2090957,여관업,218484.3997,415024.8357
용인시,4050000-201-2019-00001,20190621,파인관광호텔,영업/정상,영업,031 80150404,"1,643.80","경기도 용인시 기흥구 삼성2로96번길 29-49, 파인관광호텔 (농서동)",경기도 용인시 기흥구 농서동 98-5번지 파인관광호텔 ,446920,37.2191091,127.0844982,관광호텔,,
용인시,4050000-201-1990-00012,19900630,모현모텔,영업/정상,영업,031 3395197,339.6,경기도 용인시 처인구 모현읍 백옥대로2384번길 21-27,경기도 용인시 처인구 모현읍 왕산리 794-22 ,17035,37.33660294,127.2507631,여관업,222153.6089,426089.8578
용인시,4050000-201-1983-00002,19831022,행운모텔,영업/정상,영업,031 332 0139,225,경기도 용인시 처인구 백옥대로 1135 (김량장동),경기도 용인시 처인구 김량장동 139-16 ,449924,37.23681153,127.2083298,여인숙업,218408.4162,415005.7592
용인시,4050000-201-2004-00006,20040803,발리모텔,영업/정상,영업,031 321 4145,"1,049.91",경기도 용인시 처인구 양지면 남평로 51-5,경기도 용인시 처인구 양지면 양지리 493-13번지 ,449823,37.2302503,127.2900566,일반호텔,225674.4418,414307.9904
용인시,4050000-201-1984-00001,19840916,귀빈장여관,영업/정상,영업,031334 9752,337,경기도 용인시 처인구 금령로106번길 7-3 (김량장동),경기도 용인시 처인구 김량장동 103-4 ,449924,37.23475649,127.208394,여관업,218424.1291,414779.0246
용인시,4050000-201-1995-00009,19950325,W(더블유)모텔,영업/정상,영업,031 339 1555,991.06,경기도 용인시 처인구 백암면 백암로226번길 37,경기도 용인시 처인구 백암면 백암리 254-19번지 ,449862,37.1681976,127.376697,여관업,233389.7458,407449.0945
용인시,4050000-201-2018-00004,20181112,아스트로호텔,영업/정상,영업,031 896 9078,"5,461.56","경기도 용인시 수지구 포은대로 479, 지하1~2층, 지상1층, 지상3~19층 (풍덕천동)","경기도 용인시 수지구 풍덕천동 82-8 지하1~2층, 지상1층, 지상3~19층 ",448505,37.32415417,127.1021993,관광호텔,208985.8926,424685.8498
용인시,4050000-201-1988-00002,19880908,수산여인숙,영업/정상,영업,031 322 1130,210,경기도 용인시 처인구 금령로99번길 18-12 (김량장동),경기도 용인시 처인구 김량장동 136-3 ,449924,37.2371616,127.2077309,여인숙업,218363.5326,415044.0871
용인시,4050000-201-1991-00002,19910919,용인장여관,영업/정상,영업,031 335 2937,285.6,경기도 용인시 처인구 금령로99번길 6-3 (김량장동),경기도 용인시 처인구 김량장동 123-1 ,449924,37.23628675,127.2075313,여관업,218341.5544,414948.5251
용인시,4050000-201-1989-20006,19890424,알프스산장,영업/정상,영업,031 262 3278,616,경기도 용인시 수지구 신수로 625 (풍덕천동),경기도 용인시 수지구 풍덕천동 926번지 ,448854,37.3255698,127.1025525,일반호텔,209022.9815,424835.1929
용인시,4050000-201-1997-00005,19970610,G7,영업/정상,영업,031 339 6900,677.08,경기도 용인시 처인구 포곡읍 전대로78번길 14-6,경기도 용인시 처인구 포곡읍 전대리 191-45 ,449815,37.28609575,127.217695,일반호텔,219233.1375,420483.2017
용인시,4050000-201-2003-10009,20030811,엘레강스모텔,영업/정상,영업,031 282 0238,"2,140.16",경기도 용인시 기흥구 신갈로84번길 20-17 (신갈동),경기도 용인시 기흥구 신갈동 52-7번지 ,446596,37.2737919,127.1083584,여관업,209545.3509,419108.4878
용인시,4050000-214-1996-00001,19961231,양지파인리조트,영업/정상,영업,031 338 2001,"20,934.17",경기도 용인시 처인구 양지면 남평로 112,경기도 용인시 처인구 양지면 남곡리 18-1 ,449821,37.21148125,127.2937317,숙박업(생활),226308.2745,412120.9258
용인시,4050000-201-2003-10012,20031112,센츄럴,영업/정상,영업,031 282 1122,"1,265.00",경기도 용인시 기흥구 용구대로2219번길 28 (신갈동),경기도 용인시 기흥구 신갈동 246-7번지 ,446598,37.2880661,127.1061906,일반호텔,209349.6972,420689.9489
용인시,4050000-201-1999-00004,19991216,쉐르나모텔,영업/정상,영업,031 336 5255,594.45,경기도 용인시 처인구 이동읍 경기동로 653-1,경기도 용인시 처인구 이동읍 송전리 913-9 ,17136,37.14227128,127.1939201,여관업,217162.3809,404503.0884
용인시,4050000-201-1994-20006,19940711,메트로21,영업/정상,영업,031 2624454,983.34,"경기도 용인시 수지구 풍덕천로190번길 10 (풍덕천동,외3필지)",경기도 용인시 수지구 풍덕천동 69-27 외3필지 ,448505,37.32547786,127.1017973,여관업,208951.0957,424820.6163
용인시,4050000-201-2017-00011,20171130,용인센트럴코업호텔(yongincentral coophotel),영업/정상,영업,031 336 1100,"21,254.49","경기도 용인시 처인구 중부대로 1216, 2층일부, 3~17층(9층, 13층 제외) (역북동)","경기도 용인시 처인구 역북동 370-3번지 2층일부, 3~17층(9층, 13층 제외) ",449930,37.23741438,127.1799844,일반호텔,215900.3388,415066.4822
용인시,4050000-201-2000-00012,20001124,캐슬,영업/정상,영업,031 321 2729,"1,068.00",경기도 용인시 처인구 양지면 남평로 31,경기도 용인시 처인구 양지면 양지리 492-5 ,449823,37.23160937,127.2884461,일반호텔,225522.4544,414446.6009
용인시,4050000-214-2020-00002,20200417,카라반베이호텔,영업/정상,영업,031 323 5511,"1,908.75",경기도 용인시 처인구 포곡읍 전대로 62,경기도 용인시 처인구 포곡읍 전대리 192-2 ,449815,37.28422354,127.2188301,숙박업(생활),219369.0713,420331.4608
용인시,4050000-214-2022-00001,20220527,(주)청송네트웍스(더트리니호텔),영업/정상,영업,,"18,784.05",경기도 용인시 처인구 중부대로 1218,경기도 용인시 처인구 역북동 370-13 THE TRINY HOTEL ,17053,37.23730792,127.1806162,숙박업(생활),215933.376,415055.7841
용인시,4050000-201-2021-00001,20211105,중앙모텔,영업/정상,영업,,140.6,"경기도 용인시 처인구 금령로99번길 12-5, 2층 일부호 (김량장동)",경기도 용인시 처인구 김량장동 133-13 ,449924,37.23689085,127.2075966,일반호텔,218360.0907,415019.7343
용인시,4050000-201-2020-00001,20200609,브라운도트 용인점,영업/정상,영업,031 334 9877,"1,491.82",경기도 용인시 처인구 금령로106번길 5 (김량장동),경기도 용인시 처인구 김량장동 99-2 ,449924,37.23501745,127.2082127,일반호텔,218418.1255,414819.172
용인시,4050000-214-2021-00001,20211213,성지네트웍스 더트리니호텔,영업/정상,영업,,"2,813.89","경기도 용인시 처인구 중부대로 1218, THE TRINY HOTEL (역북동)",경기도 용인시 처인구 역북동 370-13 THE TRINY HOTEL ,449930,37.23730792,127.1806162,숙박업(생활),215933.376,415055.7841
용인시,4050000-201-1985-10007,19850725,삼화여관,영업/정상,영업,,,경기도 용인시 기흥구 신갈로58번길 7,경기도 용인시 기흥구 신갈동 60-12 ,16969,37.2721584,127.1065449,여관업,209378.7659,418918.843
용인시,4050000-214-2020-00001,20200320,김미화마을,영업/정상,영업,,"1,044.95","경기도 용인시 처인구 원삼면 보개원삼로 1528, 1동~10동",경기도 용인시 처인구 원삼면 목신리 375-3 1동~10동 ,449873,37.13244764,127.3114534,숙박업(생활),227582.1016,403430.8476
용인시,4050000-201-2021-00002,20211220,헤르메스호텔,영업/정상,영업,031 526 7321,986.31,경기도 용인시 처인구 포곡읍 전대로78번길 11-12,경기도 용인시 처인구 포곡읍 전대리 356-11 ,449815,37.28630919,127.216487,일반호텔,219133.2514,420499.0751
용인시,4050000-201-2019-00002,20190805,호텔 헤르메스,영업/정상,영업,031 334 8254,994.58,경기도 용인시 처인구 금령로117번길 19 (김량장동),경기도 용인시 처인구 김량장동 142-22번지 ,449924,37.23707766,127.2090444,여관업,218482.9909,415047.548
용인시,4050000-201-1978-00002,19780601,푸른여인숙,폐업,폐업,,95,경기도 용인시 처인구 양지면 양지로138번길 3 (양지리),경기도 용인시 처인구 양지면 양지리 573-8번지 ,449823,37.2340498,127.2837266,여인숙업,225113.0859,414727.0139
용인시,4050000-201-1995-00007,19950915,모텔프라쟈하우스,폐업,폐업,031 334 3863,711.13,경기도 용인시 처인구 남사면 처인성로 309,경기도 용인시 처인구 남사면 방아리 111-2번지 ,449881,37.1175113,127.160934,여관업,214237.7301,401767.6163
용인시,4050000-201-1990-10004,19900125,아담장,폐업,폐업,031 283 6123,556.44,경기도 용인시 기흥구 중부대로 393 (신갈동),경기도 용인시 기흥구 신갈동 64-20 ,446597,37.272576,127.1101633,여관업,209701.0471,418964.455
용인시,4050000-201-1994-00002,19941228,모델파크,폐업,폐업,3368308,598.88,경기도 용인시 처인구 백옥대로 1104 (김량장동),경기도 용인시 처인구 김량장동 63-9번지 ,449924,37.2340767,127.2093179,여관업,218509.4675,414714.4929
용인시,4050000-201-1978-10003,19781229,덕창장,폐업,폐업,,376,경기도 용인시 기흥구 중부대로 375 (신갈동),경기도 용인시 기흥구 신갈동 63번지 ,446597,37.2721789,127.1085478,여관업,209561.8487,418928.9615
용인시,4050000-201-2000-10002,20001109,제우스,폐업,폐업,031 286 9090,"1,059.00",경기도 용인시 기흥구 원고매로2번길 1 (고매동),경기도 용인시 기흥구 고매동 484-4 ,446901,37.22124791,127.103632,여관업,209129.2235,413273.5739
용인시,4050000-214-2020-00003,20200703,더트리니호텔(THE TRINY HOTEL),폐업,폐업,031 898 0061,"24,984.84",경기도 용인시 처인구 중부대로 1218,"경기도 용인시 처인구 역북동 370-13 지하1층일부, 3~26층일부 ",17053,37.23730792,127.1806162,숙박업(생활),215933.376,415055.7841
용인시,4050000-201-1995-00008,19950106,산수파크,폐업,폐업,031 334 9643,177.55,경기도 용인시 처인구 원삼면 죽양대로 1774 (맹리),경기도 용인시 처인구 원삼면 맹리 559-5번지 ,449871,37.1946116,127.3261097,여관업,228888.2511,410362.4256
용인시,4050000-201-2002-00007,20020607,쁘띠프랑스,폐업,폐업,031 3224265,"1,072.33",경기도 용인시 처인구 포곡읍 곡현로133번길 27,경기도 용인시 처인구 포곡읍 유운리 325-10번지 ,449815,37.2987686,127.220401,일반호텔,219476.3182,421895.497
용인시,4050000-201-1987-10004,19870204,민속장,폐업,폐업,,"1,608.00",경기도 용인시 기흥구 신갈로 2 (상갈동),경기도 용인시 기흥구 상갈동 124-15번지 ,446905,37.2666582,127.1055751,여관업,209298.3753,418315.6347
용인시,4050000-201-2004-10004,20040406,상상호텔1,폐업,폐업,031 281 3011,"2,199.72",경기도 용인시 기흥구 갈천로7번길 73 (신갈동),경기도 용인시 기흥구 신갈동 69-14 ,446597,37.27097093,127.1072616,일반호텔,209465.1805,418792.5986
용인시,4050000-201-1980-20004,19801210,대성여인숙,폐업,폐업,,165,경기도 용인시 수지구 풍덕천로172번길 19-2 (풍덕천동),경기도 용인시 수지구 풍덕천동 69-57번지 ,448505,37.324039,127.101332,여인숙업,208916.0051,424682.9702
용인시,4050000-201-1993-00002,19930108,장원파크,폐업,폐업,031 334 8137,170.88,경기도 용인시 처인구 원삼면 농촌파크로 225 (고당리),경기도 용인시 처인구 원삼면 고당리 65-4번지 ,449872,37.1648931,127.3100297,여관업,227471.9894,407061.3475
용인시,4050000-201-1991-10004,19910925,에덴하우스,폐업,폐업,031 286 2757,104.8,경기도 용인시 기흥구 사은로84번길 3 (보라동),경기도 용인시 기흥구 보라동 283-5번지 ,446904,37.255351,127.1147127,여관업,210112.0817,417061.6981
용인시,4050000-201-1988-10006,19881121,파래스장,폐업,폐업,2828333,460.5,경기도 용인시 기흥구 중부대로 382 (신갈동),경기도 용인시 기흥구 신갈동 68-4번지 ,446597,37.2716555,127.1094152,여관업,209639.5782,418869.9045
용인시,4050000-201-1985-10006,19850725,삼화여관,폐업,폐업,,,경기도 용인시 기흥구 신갈로58번길 7 (신갈동),경기도 용인시 기흥구 신갈동 60-12번지 ,446597,37.2720996,127.1064957,여관업,209378.7659,418918.843
용인시,4050000-201-2000-20007,20001109,스카이1,폐업,폐업,2653555,"1,509.00",경기도 용인시 수지구 신수로671번길 14 (풍덕천동),경기도 용인시 수지구 풍덕천동 71-159번지 ,448505,37.328562,127.1015184,일반호텔,209009.7876,425492.6913
용인시,4050000-201-1975-00003,19750616,명동여인숙,폐업,폐업,,145,경기도 용인시 처인구 포곡읍 전대로78번길 16-1 (전대리),경기도 용인시 처인구 포곡읍 전대리 191-17번지 ,449815,37.2863223,127.2172302,여인숙업,219197.6017,420512.8276
용인시,4050000-201-1998-20003,19980501,힐호텔,폐업,폐업,031 263 6474,"1,472.24",경기도 용인시 수지구 풍덕천로190번길 14-1,경기도 용인시 수지구 풍덕천동 69-30 ,16833,37.32513458,127.1015734,일반호텔,208931.5578,424793.9139
용인시,4050000-201-2002-20014,20020502,파인힐,폐업,폐업,031 2616672,"1,039.13",경기도 용인시 수지구 풍덕천로172번길 19-15 (풍덕천동),경기도 용인시 수지구 풍덕천동 69-86번지 ,448505,37.3245612,127.1017952,여관업,208955.9487,424740.0345
용인시,4050000-201-1982-00001,19820219,서울여관,폐업,폐업,,409,경기도 용인시 처인구 금령로 62 (김량장동),경기도 용인시 처인구 김량장동 295-1번지 ,449925,37.2345196,127.2032339,여관업,217970.0657,414761.6274
용인시,4050000-201-1998-20005,19980710,파인힐,폐업,폐업,2626672,"1,039.13",경기도 용인시 수지구 풍덕천로160번길 9-14 (풍덕천동),경기도 용인시 수지구 풍덕천동 69-76번지 ,448505,37.3243464,127.10008,여관업,208804.8094,424716.5226
용인시,4050000-201-1999-00002,19990428,경기여인숙,폐업,폐업,3355131,134,경기도 용인시 처인구 금령로99번길 3 3층 (김량장동),경기도 용인시 처인구 김량장동 131-4번지 3층 ,449924,37.2357476,127.2070123,여인숙업,218304.7552,414899.5374
용인시,4050000-201-2002-20004,20020402,테마모텔,폐업,폐업,031 2628484,"1,553.48",경기도 용인시 수지구 신수로 623 (풍덕천동),경기도 용인시 수지구 풍덕천동 933번지 ,448854,37.3252634,127.1025521,여관업,209024.0345,424818.8361
용인시,4050000-201-2003-20003,20030224,스카이2,폐업,폐업,031 2760450,"1,999.00",경기도 용인시 수지구 신수로671번길 14 (풍덕천동),경기도 용인시 수지구 풍덕천동 71-168번지 ,448505,37.3283461,127.1011006,일반호텔,209009.7876,425492.6913
용인시,4050000-201-2014-00001,20140418,게스트하우스포유,폐업,폐업,031 3398303,119.48,"경기도 용인시 처인구 금령로 62, 503호 (김량장동, 위너스프라자)",경기도 용인시 처인구 김량장동 295-1번지 ,449925,37.2345196,127.2032339,숙박업 기타,217970.0657,414761.6274
용인시,4050000-201-2004-10003,20040406,상상호텔2,폐업,폐업,031 2835650,"2,199.72",경기도 용인시 기흥구 갈천로7번길 73 (신갈동),경기도 용인시 기흥구 신갈동 69-10 ,446597,37.27097093,127.1072616,일반호텔,209443.2877,418784.5521
용인시,4050000-201-1995-10005,19950719,신라파크모텔,폐업,폐업,031 281 2901,695.07,경기도 용인시 기흥구 중부대로 317 (신갈동),경기도 용인시 기흥구 신갈동 455-5 ,446599,37.27092725,127.1022765,일반호텔,209000.9863,418769.8313
용인시,4050000-201-1981-00002,19810727,만인여관,폐업,폐업,,145,경기도 용인시 처인구 백암면 백원로 537-4 (백암리),경기도 용인시 처인구 백암면 백암리 405-3번지 ,449862,37.1652041,127.3715821,여관업,232937.0876,407113.5576
용인시,4050000-201-1980-00006,19800627,용천여인숙,폐업,폐업,,165,경기도 용인시 처인구 이동읍 원천로 3,경기도 용인시 처인구 이동읍 천리 749-5번지 ,17128,37.1943356,127.2072612,여인숙업,218335.8569,410302.1866
용인시,4050000-214-2016-00001,20160711,폴라리스,폐업,폐업,031 334 7177,"1,120.94",경기도 용인시 처인구 금령로40번길 16-2 (김량장동),경기도 용인시 처인구 김량장동 335-8번지 ,449926,37.2334433,127.2003236,숙박업(생활),217710.0421,414643.0732
용인시,4050000-201-1998-10008,19980228,영덕여인숙,폐업,폐업,,199.83,경기도 용인시 기흥구 중부대로 13 (영덕동),경기도 용인시 기흥구 영덕동 781번지 ,446908,37.2683775,127.0703347,여인숙업,206172.9153,418504.0458
용인시,4050000-201-1985-00002,19850731,충북여인숙,폐업,폐업,3320725,140,경기도 용인시 처인구 금령로85번길 8-7 (김량장동),경기도 용인시 처인구 김량장동 133-56번지 ,449924,37.2360465,127.2061228,여인숙업,218225.7649,414931.0301
용인시,4050000-201-1990-00003,19900630,동일여인숙,폐업,폐업,031 328 6060,140,경기도 용인시 처인구 금령로99번길 12-5 (김량장동),경기도 용인시 처인구 김량장동 133-13 ,449924,37.23689085,127.2075966,여인숙업,218360.0907,415019.7343
용인시,4050000-201-2000-00004,20001109,크리스탈,폐업,폐업,3227280,"1,290.30",경기도 용인시 처인구 포곡읍 곡현로133번길 31,경기도 용인시 처인구 포곡읍 유운리 325-6번지 ,449815,37.2987962,127.2200965,일반호텔,219449.5241,421898.3211
용인시,4050000-201-1987-00003,19870926,창원여관,폐업,폐업,,132,경기도 용인시 처인구 중부대로 1415 (김량장동),경기도 용인시 처인구 김량장동 337-12번지 ,449926,37.2330268,127.2015171,여관업,217816.8999,414594.3251
용인시,4050000-201-1990-10005,19900125,리오모텔,폐업,폐업,031 281 0059,556.44,경기도 용인시 기흥구 중부대로 393-1 (신갈동),경기도 용인시 기흥구 신갈동 64-13 ,446597,37.27286514,127.1103761,여관업,209714.5994,418974.6621
용인시,4050000-201-1983-00003,19830912,특실여인숙,폐업,폐업,031337 2311,118.3,경기도 용인시 처인구 금령로93번길 2-1 (김량장동),경기도 용인시 처인구 김량장동 133-111번지 ,449924,37.235721,127.2067418,여인숙업,218278.2039,414896.4184
용인시,4050000-201-1990-10008,19901031,레미니스호텔,폐업,폐업,031 286 5121,981.21,경기도 용인시 기흥구 기흥단지로 53 (고매동),경기도 용인시 기흥구 고매동 411-22번지 ,446901,37.2256892,127.1045505,일반호텔,209213.041,413769.0575
용인시,4050000-201-1983-10005,19830909,제일여인숙,폐업,폐업,2846869,99.17,경기도 용인시 기흥구 구성로 76 (언남동),경기도 용인시 기흥구 언남동 376-3번지 ,446525,37.2945428,127.1177481,여인숙업,210375.3449,421411.7393
용인시,4050000-201-1980-00003,19800613,홍실여인숙,폐업,폐업,031 332 5753,165,경기도 용인시 처인구 포곡읍 전대로49번길 1 (전대리),경기도 용인시 처인구 포곡읍 전대리 150-1번지 ,449815,37.2830199,127.2197918,여인숙업,219424.6648,420148.6442
용인시,4050000-201-1989-00001,19891222,블루힐,폐업,폐업,031 3363563,653.4,경기도 용인시 처인구 포곡읍 전대로78번길 23,경기도 용인시 처인구 포곡읍 전대리 356-1번지 외 3필지 ,449815,37.2869629,127.2167584,일반호텔,219154.823,420584.2069
용인시,4050000-201-2009-00001,20090205,삼화여관,폐업,폐업,031 284 1989,179.63,"경기도 용인시 기흥구 신갈로58번길 7 (신갈동,3층)",경기도 용인시 기흥구 신갈동 60-12 3층 ,446597,37.2721584,127.1065449,여인숙업,209378.7659,418918.843
용인시,4050000-201-2004-10002,20040211,호텔.폴,폐업,폐업,031 274 5471,"2,019.00","경기도 용인시 기흥구 중부대로 360 (신갈동,외1필지)",경기도 용인시 기흥구 신갈동 69-4 외1필지 ,446597,37.27106896,127.1069227,일반호텔,209411.7443,418800.0358
용인시,4050000-201-2001-00005,20010907,스카이모텔,폐업,폐업,3358649,"1,224.00",경기도 용인시 처인구 용인대학로 49 (역북동),경기도 용인시 처인구 역북동 545-1번지 ,449933,37.2337762,127.1776853,일반호텔,215701.6592,414675.4144
용인시,4050000-201-1979-10001,19791114,기흥장여관,폐업,폐업,2864319,250,경기도 용인시 기흥구 삼성2로 233-14 (고매동),경기도 용인시 기흥구 고매동 695-2번지 ,446901,37.2220541,127.0983599,여관업,208663.0262,413364.9533
용인시,4050000-201-2002-00006,20020520,에버힐,폐업,폐업,031 3223360,"1,345.00",경기도 용인시 처인구 포곡읍 곡현로133번길 25,경기도 용인시 처인구 포곡읍 유운리 325-4번지 ,449815,37.2987139,127.2207617,여관업,219507.9484,421888.5398
용인시,4050000-201-2005-00001,20050201,아도니스,폐업,폐업,3337964,"1,241.34",경기도 용인시 처인구 포곡읍 곡현로133번길 33,경기도 용인시 처인구 포곡읍 유운리 325-3번지 ,449815,37.2988778,127.2198486,여관업,219427.3386,421907.5619
용인시,4050000-201-1982-10005,19821011,대흥여인숙,폐업,폐업,2832922,145,경기도 용인시 기흥구 신갈로58번길 16-1 (신갈동),경기도 용인시 기흥구 신갈동 62-1번지 ,446597,37.2721257,127.1076007,여인숙업,209478.8729,418922.6726
용인시,4050000-201-2006-00001,20060202,호텔스위스,폐업,폐업,031 3229866,"1,069.18","경기도 용인시 처인구 포곡읍 곡현로117번길 6-26 (외 1필지 (323-4, 324-10))","경기도 용인시 처인구 포곡읍 유운리 323-10번지 외 1필지 (323-4, 324-10) ",449815,37.2984622,127.2204565,일반호텔,219469.606,421861.9996
